full_text,text_final,skor_sentimen,label
@koramiltuntang Hadir untuk rakyat MBG jadi langkah nyata dalam menjaga gizi anak sekaligus menggerakkan roda ekonomi masyarakat dari bawah. Kawal gizi anak MBG hadir untuk rakyat Penggerak ekonomi rakyat #makanbergizigratis #nawacita #makanbergizi https://t.co/JfAbKKqGOT,hadir rakyat mbg langkah nyata jaga gizi anak gerak roda ekonomi masyarakat kawal gizi anak mbg hadir rakyat gerak ekonomi rakyat,-9,negatif
@koramiltuntang Program MBG bukan cuma soal makan bergizi tapi juga membuka jutaan lapangan kerja baru. Dampaknya terasa langsung bagi ekonomi rakyat dan masa depan generasi bangsa. Kawal gizi anak MBG hadir untuk rakyat Penggerak ekonomi rakyat #makanbergizigratis #nawacita #makanbergizi https://t.co/bbNZcNj559,program mbg bukan makan gizi buka juta lapang kerja dampak langsung ekonomi rakyat generasi bangsa kawal gizi anak mbg hadir rakyat gerak ekonomi rakyat,-4,negatif
Sinergi antara pemerintah dan masyarakat kunci suksesnya program makan bergizi. MBG hadir untuk rakyat dengan membawa harapan baru bagi tiap keluarga. #MakanBergiziGratis https://t.co/Q0GJBink9P,sinergi perintah masyarakat kunci sukses program makan gizi mbg hadir rakyat bawa harap keluarga,4,positif
Rantai pasok makanan yang melibatkan pedagang pasar tradisional akan mendorong kemakmuran ekonomi di berbagai daerah. Penggerak ekonomi rakyat. #MakanBergiziGratis https://t.co/Z5hy8Wp8IN,rantai pasok makan libat dagang pasar tradisional dorong makmur ekonomi daerah gerak ekonomi rakyat,-4,negatif
Setiap unit dapur melibatkan sekitar 50 tenaga kerja lokal untuk mendukung distribusi gizi merata. Penggerak ekonomi rakyat melalui penyerapan kerja masif. #MakanBergiziGratis https://t.co/43wPKx86d7,unit dapur libat tenaga kerja lokal dukung distribusi gizi rata gerak ekonomi rakyat serap kerja masif,6,positif
Respon cepat pemerintah untuk kualitas terbaik. Satu kendala jadi bahan evaluasi. MBG hadir untuk rakyat demi kesejahteraan seluruh siswa Indonesia. #MakanBergiziGratis https://t.co/a7wVmysdNw,respon cepat perintah kualitas baik kendala bahan evaluasi mbg hadir rakyat sejahtera siswa indonesia,7,positif
Lapangan kerja baru hadir mulai dari sektor kuliner hingga administrasi. MBG hadir untuk rakyat membuka kesempatan. #MakanBergiziGratis https://t.co/zW8qd262J0,lapang kerja hadir sektor kuliner administrasi mbg hadir rakyat buka sempat,3,positif
Inovasi baru sekaligus menyambut kembali aktivitas sekolah pasca lebaran MBG dilakukan dengan cara prasmanan. #MBG #makanbergizigratis #indonesia #astacita #prabowo https://t.co/hCiVz7XrG4,inovasi sambut aktivitas sekolah pasca lebaran mbg prasmanan,10,positif
Kehadiran MBG ini selain untuk memenuhi kebutuhan gizi masyarakat tapi juga membuka jutaan lapangan kerja #DukungMBG #MakanBergiziGratis #GenerasiPenerus #MBGGiziTerpenuhi https://t.co/n6iKgd6rzU,hadir mbg penuh butuh gizi masyarakat buka juta lapang kerja,1,positif
Penggerak ekonomi rakyat MBG bantu roda ekonomi dari bawah terus berputar. Petani UMKM sampai distribusi ikut merasakan dampaknya. #MakanBergiziGratis #EkonomiRakyat #IndonesiaSejahtera https://t.co/q23vDOVPHj,gerak ekonomi rakyat mbg bantu roda ekonomi putar tani umkm distribusi rasa dampak,-8,negatif
Kawal gizi anak jadi langkah penting buat masa depan. Dengan asupan yang cukup anak-anak bisa tumbuh sehat dan belajar lebih maksimal. #MakanBergiziGratis #KawalGiziAnak #GenerasiSehat https://t.co/PDkmw4Bs2c,kawal gizi anak langkah asupan anak anak tumbuh sehat ajar maksimal,-2,negatif
Distribusi menu sehat bikin suasana belajar di kelas makin maksimal #MakanBergiziGratis https://t.co/P0l87o0srS,distribusi menu sehat bikin suasana ajar kelas maksimal,8,positif
Tikus Keluar dari Boks MBG SMKN 8 Semarang: Benarkah Ini Program Makan Bergizi atau 'Bancakan' Tikus Berdasi? #makanbergizigratis #mbg #badangizinasional #fyp #viralvideo https://t.co/VjgoejrF9i,tikus boks mbg smkn semarang program makan gizi bancak tikus das,0,netral
Program Makan Bergizi Gratis (MBG) yang diinisiasi oleh Presiden Prabowo terus menjangkau hingga wilayah terdepan negeri termasuk Kabupaten Sugapa Intan Jaya Papua Tengah. #MakanBergiziGratis #Papua #IntanJaya #IndonesiaMaju #Prabowo #AbdiNegara #TNI #TNIPolri #Kemenhan #FYP https://t.co/NgKWDKqMku,program makan gizi gratis mbg inisiasi presiden prabowo jangkau wilayah depan negeri kabupaten sugapa intan jaya papua,14,positif
Program Makan Bergizi Gratis (MBG) bukan sekadar angan tapi membawa dampak nyata. Dengan asupan yang teratur dan kualitas gizi yang meningkat drastis kita berinvestasi untuk kesehatan dan masa depan cerah anak-anak kita. #MakanBergiziGratis https://t.co/W7cw6ar9jY,program makan gizi gratis mbg bukan angan bawa dampak nyata asupan atur kualitas gizi tingkat drastis investasi sehat cerah anak anak,3,positif
Siswa Bakal Dapat Makan Bergizi Gratis Lima Hari di Sekolah #RiauOnline #makanbergizigratis https://t.co/JCpQQwWKR5,siswa makan gizi gratis sekolah,10,positif
Pengawasan ketat kualitas makanan menunjukkan keseriusan pemerintah #MakanBergiziGratis https://t.co/lDiPM1LJoW,awas ketat kualitas makan serius perintah,-3,negatif
Kesehatan menjadi kunci utama dalam membangun negara yang lebih baik #MakanBergiziGratis https://t.co/2Ul4h3wIK4,sehat kunci utama bangun negara,6,positif
Dari pola makan sehat lahirlah inovator masa depan yang siap bersaing #MakanBergiziGratis https://t.co/XNyeYwvedq,pola makan sehat lahir inovator saing,9,positif
Anak sehat mampu bersaing berkat perhatian besar dari program ini #MakanBergiziGratis https://t.co/8yZzMa92J6,anak sehat saing berkat perhati program,1,positif
Program MBG Lahirkan Generasi Unggul Melalui Peningkatan Gizi Masyarakat Sejak Dini #MakanBergiziGratis https://t.co/8aAkfjYDPK,program mbg lahir generasi unggul tingkat gizi masyarakat,1,positif
Program Makan Bergizi Gratis membantu pemenuhan gizi ibu hamil ibu menyusui dan balita melalui posyandu. #MakanBergiziGratis #GiziIbuDanAnak #Posyandu #IndonesiaSehat #ProgramPemerintah https://t.co/yG900UjQEn,program makan gizi gratis bantu penuh gizi hamil susu balita posyandu,-6,negatif
Program besar memang selalu punya risiko tapi respon cepat adalah bukti keseriusan negara dalam melindungi masyarakat. Transparansi dan perbaikan itu yang sedang diuji hari ini. #FaktaBersuara #CekFaktaLapangan #MakanBergiziGratis #PengawasanPublik #TransparansiPemerintah,program risiko respon cepat bukti serius negara lindung masyarakat transparansi baik uji,0,netral
Pemerintah terbuka terima masukan demi keselamatan gizi anak! Dapur MBG yang tak penuhi standar kebersihan (SLHS) &amp; terbukti lalai dalam distribusi langsung ditindak tegas. Mari terus kawal kelayakan program ini tanpa takut bersuara! #MakanBergiziGratis #KawalMBG https://t.co/MRHoa5zFYW,perintah buka terima masuk selamat gizi anak dapur mbg tak penuh standar bersih slhs amp bukti lalai distribusi langsung tindak kawal layak program tanpa takut suara,-7,negatif
@bandidkotta Program MBG bawa dampak bagi anak dan UMKM. Dampak Nasional MBG Kualitas dan Manfaat MBG Implementasi ProgramMBG #makanbergizigratis #nawacita #makanbergizi https://t.co/kaTXELjwX4,program mbg bawa dampak anak umkm dampak nasional mbg kualitas manfaat mbg implementasi programmbg,-6,negatif
@bandidkotta MBG untuk menyambut generasi ema indonesia. Dampak Nasional MBG Kualitas dan Manfaat MBG Implementasi ProgramMBG #makanbergizigratis #nawacita #makanbergizi https://t.co/fKEePwLLq5,mbg sambut generasi emak indonesia dampak nasional mbg kualitas manfaat mbg implementasi programmbg,2,positif
@bandidkotta Dapur MBG ditutup untuk jaga kualitas untuk memastikan makanan tetap aman gigienis dan sesuai standar gizi. Dampak Nasional MBG Kualitas dan Manfaat MBG Implementasi ProgramMBG #makanbergizigratis #nawacita #makanbergizi https://t.co/1RGgtN8NR4,dapur mbg tutup jaga kualitas makan aman gigienis sesuai standar gizi dampak nasional mbg kualitas manfaat mbg implementasi programmbg,4,positif
@bandidkotta Riset UI MBG bikin anak lebih sehat dan fokus. Dampak Nasional MBG Kualitas dan Manfaat MBG Implementasi ProgramMBG #makanbergizigratis #nawacita #makanbergizi https://t.co/3b8L8O6PEe,riset ui mbg bikin anak sehat fokus dampak nasional mbg kualitas manfaat mbg implementasi programmbg,3,positif
Program #MakanBergiziGratis (#MBG) kini disalurkan 5 hari mengikuti hari sekolah KawanPublik! Tapi untuk daerah 3T dan wilayah dengan stunting tinggi tetap 6 hari. Karena kebutuhan mereka lebih besar dan harus jadi prioritas. #InfoPublik #PortalBerita #KomdigiNewsroom https://t.co/9KTMMQwN0x,program salur ikut sekolah kawanpublik daerah t wilayah stunting butuh prioritas,-5,negatif
Stunting bukan hanya soal tinggi badan tapi juga soal masa depan. MBG hadir memastikan Gizi terpenuhi agar anak tumbuh Cerdas. #cerdasdarimbg #makanbergizigratis #mbg #MBGLawanStunting https://t.co/ojtLr1qpmK,stunting bukan badan mbg hadir gizi penuh anak tumbuh cerdas,-10,negatif
Perubahan mulai terlihat di lapangan. MBG membantu menghadirkan Gizi yang berdampak langsung pada kualitas anak Cerdas. #cerdasdarimbg #makanbergizigratis #mbg #MBGLawanStunting https://t.co/D3f4mTYZdM,ubah lapang mbg bantu hadir gizi dampak langsung kualitas anak cerdas,2,positif
Efisiensi dilakukan tanpa mengurangi kualitas. MBG tetap fokus menghadirkan Gizi terbaik bagi generasi Indonesia yang Cerdas. #cerdasdarimbg #makanbergizigratis #mbg #MBGLawanStunting https://t.co/WuL7LBxiLU,efisiensi tanpa kurang kualitas mbg fokus hadir gizi baik generasi indonesia cerdas,0,netral
Gimana menurut kalian kalo misalkan ini beneran terjadi? #pppk #makanbergizigratis #prabowo https://t.co/HjO5lBxFsF,kalo benar,-2,negatif
Penurunan stunting di daerah jadi sinyal positif. MBG hadir sebagai upaya nyata dalam memperbaiki Gizi demi melahirkan generasi Cerdas. #cerdasdarimbg #makanbergizigratis #mbg #MBGLawanStunting https://t.co/hnhXfnedqa,turun stunting daerah sinyal positif mbg hadir upaya nyata baik gizi lahir generasi cerdas,2,positif
Melalui MDS Coop anggota tidak hanya berkembang secara ekonomi tetapi juga berkontribusi dalam program MBG Dengan anggota yang tersebar di berbagai wilayah Indonesia kami percaya setiap titik menjadi dampak menjangkau yang jauh hingga ke pelosok negeri. #MakanBergiziGratis https://t.co/ywC2VT8BRq,mds coop anggota tidak kembang ekonomi kontribusi program mbg anggota sebar wilayah indonesia percaya titik dampak jangkau pelosok negeri,-15,negatif
Data Riset UI membuktikan: MBG Gizi Terpenuhi bikin anak 27 9% lebih fokus belajar dan 12 5% lebih jarang sakit! Investasi nyata untuk generasi masa depan yang lebih sehat dan bersemangat. #MBGGiziTerpenuhi #MakanBergiziGratis #RisetUI #GenerasiEmas #KualitasPangan https://t.co/ewFLXs7N7U,data riset ui bukti mbg gizi penuh bikin anak fokus ajar jarang sakit investasi nyata generasi sehat semangat,-10,negatif
Kualitas dan Manfaat MBG harus terus dijaga biar hasilnya maksimal. Gizi yang baik hari ini jadi pondasi kuat buat generasi masa depan. #MakanBergiziGratis #KualitasMBG #GenerasiSehat https://t.co/xG5QR7xzBq,kualitas manfaat mbg jaga biar hasil maksimal gizi pondasi kuat generasi,8,positif
Dampak Nasional MBG makin terasa dari sekolah sampai ke masyarakat. Anak-anak lebih sehat belajar lebih fokus dan efeknya terasa ke kualitas SDM Indonesia ke depan. #MakanBergiziGratis #DampakNasionalMBG #IndonesiaMaju https://t.co/chtqpfFaVV,dampak nasional mbg sekolah masyarakat anak anak sehat ajar fokus efek kualitas sdm indonesia,3,positif
Kolaborasi pemerintah sekolah masyarakat dan pengamat adalah kunci keberhasilan program nasional yang ambisius ini. Mari kita dukung penuh langkah-langkah positif Implementasi Program MBG demi mencapai Dampak Nasional MBG yang lebih besar. #MakanBergiziGratis https://t.co/8w11yxJMnZ,kolaborasi perintah sekolah masyarakat amat kunci hasil program nasional ambisius dukung penuh langkah langkah positif implementasi program mbg capai dampak nasional mbg,21,positif
Program MBG membuka lapangan kerja baru bagi masyarakat luas. Dampak Nasional MBG nyata dirasakan oleh para penyedia jasa boga di berbagai daerah. #MakanBergiziGratis https://t.co/YuP8AA1Xhr,program mbg buka lapang kerja masyarakat luas dampak nasional mbg nyata rasa sedia jasa boga daerah,11,positif
Riset UI membuktikan perubahan nyata pada siswa. Kualitas dan Manfaat MBG terlihat dari perbaikan gizi mencapai 69 persen bagi masa depan anak. #MakanBergiziGratis https://t.co/1AMn3Y97mN,riset ui bukti ubah nyata siswa kualitas manfaat mbg baik gizi capai persen anak,11,positif
Program MBG mendorong ekonomi rakyat secara luas melalui keterlibatan vendor lokal. Dampak Nasional MBG nyata dirasakan masyarakat bawah. #MakanBergiziGratis https://t.co/XjDYJiziUj,program mbg dorong ekonomi rakyat luas libat vendor lokal dampak nasional mbg nyata rasa masyarakat,0,netral
Program Makan Bergizi Gratis membawa Dampak Nasional MBG yang nyata dengan meningkatkan kesehatan anak sekaligus menggerakkan ekonomi UMKM secara berkelanjutan #MBG #MakanBergiziGratis #IndonesiaMaju #FYP #Viral #TikTokIndonesia #AnakSehat #UMKMMaju #ProgramPemerintah #ForYou https://t.co/bWB483ZOWg,program makan gizi gratis bawa dampak nasional mbg nyata tingkat sehat anak gerak ekonomi umkm lanjut,-1,negatif
Generasi sehat dimulai dari sekolah: akses pangan bergizi gratis mendukung tumbuh kembang optimal dan kualitas belajar lebih baik. #MakanBergiziGratis #AnakSehat #GiziSekolah https://t.co/1KfPWxXdHy,generasi sehat sekolah akses pangan gizi gratis dukung tumbuh kembang optimal kualitas ajar,18,positif
Program Makan Bergizi Gratis (MBG) bukan sekadar makan siang tapi investasi nyata untuk kualitas SDM anak bangsa. #MakanBergiziGratis https://t.co/a5DIKbhOoI,program makan gizi gratis mbg bukan makan siang investasi nyata kualitas sdm anak bangsa,4,positif
Langkah kecil dampak besar. MBG terus mendorong perbaikan Gizi untuk menekan stunting dan menciptakan generasi Cerdas. #cerdasdarimbg #makanbergizigratis #mbg #MBGLawanStunting https://t.co/rjnm1Ae5A9,langkah dampak mbg dorong baik gizi tekan stunting cipta generasi cerdas,-2,negatif
Gizi seimbang adalah fondasi utama. Lewat MBG anak mendapatkan asupan yang mendukung tumbuh kembang Cerdas. #cerdasdarimbg #makanbergizigratis #mbg #MBGLawanStunting https://t.co/WY6EepP2kA,gizi imbang fondasi utama mbg anak asupan dukung tumbuh kembang cerdas,2,positif
Di tengah belanja negara yang besar MBG hadir sebagai katalisator pembangunan SDM. Fokusnya jelas menghadirkan Gizi untuk menciptakan anak Indonesia yang lebih Cerdas. #cerdasdarimbg #makanbergizigratis #mbg #MBGLawanStunting https://t.co/fpunw862iq,belanja negara mbg hadir katalisator bangun sdm fokus hadir gizi cipta anak indonesia cerdas,-5,negatif
Pemerintah Terapkan Program MBG Lima Hari Seminggu Hemat Rp20 Triliun untuk Anggaran Negara https://t.co/jYho7PUMDL #MakanBergiziGratis #MBG #PemerintahEfisien #PenghematanAnggaran #Stunting #GiziAnak #TransformasiStruktural #SurveiStatusGiziIndonesia #BITVONLINE #SELASA,perintah terap program mbg minggu hemat rp triliun anggar negara,4,positif
Penyesuaian skema MBG dilakukan agar pelaksanaan makin efektif tanpa menurunkan kualitas gizi anak. Evaluasi program adalah langkah wajar supaya manfaatnya makin tepat sasaran dan berkelanjutan. #EfisiensiAnggaran #AwasiSPPG #MakanBergiziGratis #GiziAnak https://t.co/hY8e2JUniq,sesuai skema mbg laksana efektif tanpa turun kualitas gizi anak evaluasi program langkah wajar manfaat sasar lanjut,11,positif
Anggaran MBG 2026 dirancang untuk memperluas jangkauan manfaat sekaligus memperkuat kualitas generasi masa depan. Saat program berjalan tepat sasaran gizi anak terpenuhi dan ekonomi lokal ikut bergerak. #EfisiensiAnggaran #MBGEkonomiRakyat #MakanBergiziGratis https://t.co/UkERsDB6U1,anggar mbg rancang luas jangkau manfaat kuat kualitas generasi program jalan sasar gizi anak penuh ekonomi lokal gerak,8,positif
Anggaran MBG 2026 Perluas Jangkauan Generasi Berkualitas #makanbergizigratis #nawacita #makanbergizi https://t.co/m2X4anzexd,anggar mbg luas jangkau generasi kualitas,7,positif
Sobat Humas Polri . . . Komitmen peningkatan gizi masyarakat di Nusa Tenggara Timur terus diperkuat melalui launching Satuan Pelayanan Pemenuhan Gizi (SPPG) Polres Manggarai pada 31 Maret 2026 di SMA Negeri 2 Langke Rembong. #SPPG #MakanBergiziGratis #PolriUntukMasyarakat https://t.co/cLmQDVEnpi,sobat humas polri komitmen tingkat gizi masyarakat nusa tenggara timur kuat launching satu layan penuh gizi sppg polres manggarai maret negeri langke rembong,2,positif
Gizi anak terpenuhi ekonomi lokal bangkit! Dukung program MBG sebagai motor ekonomi rakyat dengan terus mengawal efisiensi anggarannya. Jangan lupa awasi SPPG di sekitarmu agar tepat sasaran! #MakanBergiziGratis #KawalAnggaran,gizi anak penuh ekonomi lokal bangkit dukung program mbg motor ekonomi rakyat awal efisiensi anggar jangan lupa awas sppg sekitar sasar,-2,negatif
MBG Ekonomi Rakyat itu nyata. Dari petani sampai UMKM semua ikut bergerak dan merasakan dampaknya. #MakanBergiziGratis #EkonomiRakyat #IndonesiaSejahtera https://t.co/IKBzaY6akl,mbg ekonomi rakyat nyata tani umkm gerak rasa dampak,-3,negatif
Awasi SPPG penting biar kualitas makanan tetap terjaga dari dapur sampai ke anak-anak. Dengan pengawasan bareng manfaatnya makin maksimal. #MakanBergiziGratis #AwasiSPPG #GenerasiSehat https://t.co/QagScobe1P,awas sppg biar kualitas makan jaga dapur anak anak awas bareng manfaat maksimal,5,positif
Efisiensi anggaran bikin program MBG tetap jalan optimal tanpa buang-buang sumber daya. Hasilnya manfaat bisa dirasain lebih luas dan tepat sasaran. #MakanBergiziGratis #EfisiensiAnggaran #IndonesiaMaju https://t.co/8l5cTeRh8c,efisiensi anggar bikin program mbg jalan optimal tanpa buang buang sumber daya hasil manfaat dirasain luas sasar,8,positif
Wali Kota Mojokerto Sidak Dapur MBG Pastikan Kualitas Tetap Terjaga #makanbergizigratis #programmbg #kualitaslayanansppg #pemkotmojokerto #badangizinasional #beritamojokerto https://t.co/Nil5214Xy2,wali kota mojokerto sidak dapur mbg pasti kualitas jaga,5,positif
